lead_id,created_date,lead_source,product_line,region,nam_owner,client_type,deal_value_usd,period,lead_status,disqualified_reason
L-P1-03378,01-08-2024,Outbound SDR,Smart Buildings,Northeast,L. Fitzgerald,Multifamily Property,34250,P1,Open,
L-P1-03379,05-05-2024,Partner Referral,Smart Lighting,West,J. Sullivan,Mixed-Use Development,30371,P1,Disqualified,Duplicate
L-P1-03380,05/13/2024,Partner Referral,Digital Signage,West,D. Singh,Campus,15858,P1,Disqualified,Duplicate
L-P1-03381,20-10-2024 00:00,Inbound Web Form,Smart Lighting,South,T. Chen,Campus,43307,P1,Qualified,
L-P1-03382,01-06-2024 00:00,Existing Client Upsell,Smart Buildings,South,L. Fitzgerald,Campus,52398,P1,Open,
L-P1-03383,11-Jul-24,Trade Show,Digital Signage,Northeast,S. Patel,Mixed-Use Development,33907,P1,Open,
L-P1-03384,22-Nov-24,Outbound SDR,Smart Lighting,South,S. Patel,Campus,19524,P1,Qualified,
L-P1-03385,08-09-2024 00:00,Outbound SDR,Smart Buildings,West,L. Fitzgerald,Multifamily Property,19840,P1,Open,
L-P1-03386,11/21/2024,Inbound Web Form,Smart Buildings,Midwest,,Municipality,10422,P1,Open,
L-P1-03387,21-Aug-24,Outbound SDR,Digital Signage,Northeast,S. Patel,Mixed-Use Development,68960,P1,Disqualified,Wrong fit
L-P1-03388,05-May-24,Partner Referral,Smart Mobility (EV/Parking),Midwest,S. Patel,Multifamily Property,11529,P1,Open,
L-P1-03389,17-08-2024,Partner Referral,Digital Signage,South,J. Sullivan,Multifamily Property,27744,P1,Open,
L-P1-03390,20-10-2024,Outbound SDR,Smart Buildings,West,R. Alvarez,Municipality,27594,P1,Qualified,
L-P1-03391,26-10-2024,Partner Referral,Video Analytics,South,L. Fitzgerald,Enterprise Business,18810,P1,Open,
L-P1-03392,09/16/2024,Trade Show,Digital Signage,West,D. Singh,Multifamily Property,9698,P1,Open,
L-P1-03393,30-06-2024 00:00,Outbound SDR,Video Analytics,West,R. Alvarez,Campus,23868,P1,Disqualified,Wrong fit
L-P1-03394,03-12-2024 00:00,Trade Show,Video Analytics,Northeast,R. Alvarez,Multifamily Property,61046,P1,Qualified,
L-P1-03395,01-10-2024,Inbound Web Form,Smart Mobility (EV/Parking),West,D. Singh,Municipality,34620,P1,Qualified,
L-P1-03396,07-06-2024,INBOUND WEB FORM,Smart Buildings,NORTHEAST,J. Sullivan,Campus,23704,P1,Disqualified,Wrong fit
L-P1-03397,28-Mar-24,Outbound SDR,Smart Buildings,Midwest,M. Okafor,Enterprise Business,23783,P1,Disqualified,Duplicate
L-P1-03398,20-11-2024,Outbound SDR,Smart Lighting,Northeast,L. Fitzgerald,Campus,39553,P1,Open,
L-P1-03399,03-02-2024,Inbound Web Form,Digital Signage,Northeast,R. Alvarez,Campus,18294,P1,Disqualified,Wrong fit
L-P1-03400,24-01-2024 00:00,Inbound Web Form,Video Analytics,Midwest,T. Chen,Campus,9184,P1,Qualified,
L-P2-00001,30-08-2025,Existing Client Upsell,Smart Lighting,Midwest,L. Fitzgerald,Mixed-Use Development,47835,P2,Disqualified,No response
L-P2-00002,06-07-2025 00:00,Partner Referral,Smart Mobility (EV/Parking),Midwest,S. Patel,Campus,125986,P2,Qualified,
L-P2-00003,24-05-2025,COLD OUTREACH,Video Analytics,WEST,J. Sullivan,Multifamily Property,14331,P2,Disqualified,Duplicate
L-P2-00004,09-Apr-25,Existing Client Upsell,Smart Lighting,Midwest,M. Okafor,Enterprise Business,41771,P2,Open,
L-P2-00005,09-02-2025,Inbound Web Form,Smart Buildings,West,K. Romano,Mixed-Use Development,17375,P2,Open,
L-P2-00006,02-Feb-25,Partner Referral,Smart Mobility (EV/Parking),West,R. Alvarez,Enterprise Business,17424,P2,Disqualified,Duplicate
L-P2-00007,04/13/2025,Partner Referral,Smart Lighting,West,J. Sullivan,Mixed-Use Development,18414,P2,Disqualified,No budget
L-P2-00008,15-08-2025 00:00,Existing Client Upsell,Smart Mobility (EV/Parking),South,L. Fitzgerald,Municipality,30698,P2,Disqualified,Duplicate
L-P2-00009,10-02-2025 00:00,Partner Referral,Smart Lighting,Northeast,D. Singh,Campus,14566,P2,Open,
L-P2-00010,17-Jan-25,Inbound Web Form,Video Analytics,West,S. Patel,Campus,35787,P2,Disqualified,No budget
L-P2-00011,13-05-2025 00:00,Partner Referral,Digital Signage,Midwest,T. Chen,Multifamily Property,143238,P2,Qualified,
L-P2-00012,22-Mar-25,Outbound SDR,Video Analytics,Midwest,L. Fitzgerald,Campus,41531,P2,Open,
L-P2-00013,01-01-2025,Inbound Web Form,Digital Signage,Northeast,D. Singh,Multifamily Property,15895,P2,Disqualified,No budget
L-P2-00014,05/20/2025,Outbound SDR,Smart Mobility (EV/Parking),West,T. Chen,Campus,38479,P2,Open,
L-P2-00015,22-Mar-25,Existing Client Upsell,Smart Buildings,Northeast,R. Alvarez,Campus,97424,P2,Open,
L-P2-00016,11-06-2025,Partner Referral,Smart Mobility (EV/Parking),South,R. Alvarez,Multifamily Property,18866,P2,Qualified,
L-P2-00017,31-Jan-25,Inbound Web Form,Smart Lighting,Northeast,K. Romano,Multifamily Property,25869,P2,Open,
L-P2-00018,06-07-2025,Trade Show,Digital Signage,West,S. Patel,Enterprise Business,15774,P2,Disqualified,No response
L-P2-00019,25-02-2025 00:00,Inbound Web Form,Smart Buildings,Midwest,R. Alvarez,Multifamily Property,33869,P2,Open,
L-P2-00020,04-Feb-25,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,L. Fitzgerald,Municipality,13326,P2,Disqualified,No budget
L-P2-00021,17-Apr-25,Trade Show,Smart Buildings,Northeast,M. Okafor,Municipality,26271,P2,Qualified,
L-P2-00022,01-03-2025 00:00,Partner Referral,Video Analytics,South,T. Chen,Municipality,25644,P2,Disqualified,Duplicate
L-P2-00023,26-03-2025,Outbound SDR,Smart Mobility (EV/Parking),South,S. Patel,Municipality,26311,P2,Disqualified,Duplicate
L-P2-00024,06-06-2025,Partner Referral,Smart Lighting,West,S. Patel,Enterprise Business,10592,P2,Open,
L-P2-00025,03/14/2025,Existing Client Upsell,Smart Mobility (EV/Parking),South,T. Chen,Campus,9129,P2,Disqualified,Wrong fit
L-P2-00026,19-08-2025 00:00,Outbound SDR,Smart Mobility (EV/Parking),South,T. Chen,Campus,61877,P2,Open,
L-P2-00027,20-07-2025,Existing Client Upsell,Smart Mobility (EV/Parking),Midwest,D. Singh,Campus,96884,P2,Qualified,
L-P2-00028,21-02-2025 00:00,Partner Referral,Digital Signage,Midwest,R. Alvarez,Campus,36056,P2,Open,
L-P2-00029,16-Mar-25,Cold Outreach,Digital Signage,West,L. Fitzgerald,Campus,32430,P2,Qualified,
L-P2-00030,12-Mar-25,Existing Client Upsell,Digital Signage,West,M. Okafor,Municipality,44378,P2,Disqualified,No budget
L-P2-00031,17-09-2025 00:00,Outbound SDR,Smart Lighting,South,J. Sullivan,Campus,28994,P2,Open,
L-P2-00032,03/28/2025,Inbound Web Form,Digital Signage,Midwest,K. Romano,Enterprise Business,,P2,Open,
L-P2-00033,26-03-2025 00:00,Existing Client Upsell,Video Analytics,Northeast,K. Romano,Enterprise Business,29973,P2,Disqualified,Duplicate
L-P2-00034,19-06-2025,Inbound Web Form,Smart Lighting,West,K. Romano,Mixed-Use Development,57583,P2,Qualified,
L-P2-00035,07/31/2025,Partner Referral,Smart Mobility (EV/Parking),Midwest,L. Fitzgerald,Enterprise Business,49855,P2,Open,
L-P2-00036,19-03-2025,Partner Referral,Video Analytics,Midwest,K. Romano,Enterprise Business,22491,P2,Open,
L-P2-00037,10-01-2025,Existing Client Upsell,Smart Buildings,Northeast,L. Fitzgerald,Mixed-Use Development,15890,P2,Disqualified,No budget
L-P2-00038,03-09-2025,Partner Referral,Digital Signage,Northeast,M. Okafor,Municipality,16469,P2,Disqualified,Duplicate
L-P2-00039,06-10-2025,Trade Show,Smart Lighting,South,R. Alvarez,Enterprise Business,62099,P2,Qualified,
L-P2-00040,07-04-2025 00:00,Inbound Web Form,Video Analytics,Midwest,J. Sullivan,Campus,46755,P2,Open,
L-P2-00041,08/13/2025,Cold Outreach,Smart Lighting,Midwest,R. Alvarez,Multifamily Property,38597,P2,Disqualified,Duplicate
L-P2-00042,20-08-2025 00:00,Partner Referral,Smart Buildings,West,K. Romano,Multifamily Property,30814,P2,Disqualified,Duplicate
L-P2-00043,07-04-2025 00:00,Outbound SDR,Smart Lighting,West,D. Singh,Mixed-Use Development,14129,P2,Open,
L-P2-00044,22-Jul-25,Trade Show,Video Analytics,Northeast,J. Sullivan,Enterprise Business,18125,P2,Disqualified,Wrong fit
L-P2-00045,24-05-2025,Outbound SDR,Video Analytics,West,R. Alvarez,Campus,13785,P2,Qualified,
L-P2-00046,10-08-2025 00:00,OUTBOUND SDR,Digital Signage,NORTHEAST,J. Sullivan,Enterprise Business,15781,P2,Disqualified,No response
L-P2-00047,03/25/2025,Trade Show,Digital Signage,South,K. Romano,Campus,76801,P2,Qualified,
L-P2-00048,30-04-2025,Trade Show,Smart Buildings,West,T. Chen,Campus,,P2,Open,
L-P2-00049,03/13/2025,Partner Referral,Smart Lighting,Midwest,M. Okafor,Campus,15928,P2,Open,
L-P2-00050,08-02-2025,Inbound Web Form,Smart Buildings,West,T. Chen,Mixed-Use Development,27313,P2,Qualified,
L-P2-00051,25-Sep-25,Trade Show,Smart Lighting,Northeast,S. Patel,Campus,41965,P2,Disqualified,Duplicate
L-P2-00052,11-Aug-25,Inbound Web Form,Video Analytics,West,T. Chen,Enterprise Business,34777,P2,Qualified,
L-P2-00053,01-12-2025,Outbound SDR,Smart Mobility (EV/Parking),Midwest,D. Singh,Multifamily Property,21875,P2,Open,
L-P2-00054,09/18/2025,Cold Outreach,Digital Signage,West,J. Sullivan,Multifamily Property,42475,P2,Disqualified,No response
L-P2-00055,08-02-2025,Inbound Web Form,Smart Lighting,Midwest,D. Singh,Campus,32431,P2,Open,
L-P2-00056,04/23/2025,Inbound Web Form,Smart Buildings,South,T. Chen,Mixed-Use Development,,P2,Open,
L-P2-00057,08-04-2025,Partner Referral,Smart Buildings,South,D. Singh,Mixed-Use Development,25272,P2,Open,
L-P2-00058,20-Jul-25,Existing Client Upsell,Digital Signage,South,T. Chen,Multifamily Property,35162,P2,Open,
L-P2-00059,11-03-2025,OUTBOUND SDR,Smart Buildings,SOUTH,D. Singh,Multifamily Property,36515,P2,Disqualified,No budget
L-P2-00060,02/24/2025,INBOUND WEB FORM,Video Analytics,WEST,T. Chen,Multifamily Property,32338,P2,Open,
L-P2-00061,15-05-2025 00:00,Existing Client Upsell,Smart Lighting,West,K. Romano,Campus,37490,P2,Disqualified,Wrong fit
L-P2-00062,11-04-2025 00:00,Trade Show,Smart Lighting,South,L. Fitzgerald,Mixed-Use Development,11237,P2,Disqualified,Duplicate
L-P2-00063,14-01-2025,Cold Outreach,Smart Mobility (EV/Parking),South,T. Chen,Enterprise Business,43203,P2,Disqualified,No budget
L-P2-00064,08/13/2025,Existing Client Upsell,Smart Lighting,Northeast,D. Singh,Campus,21437,P2,Open,
L-P2-00065,24-02-2025 00:00,Outbound SDR,Smart Buildings,West,R. Alvarez,Municipality,39099,P2,Disqualified,No response
L-P2-00066,14-Jun-25,Outbound SDR,Smart Mobility (EV/Parking),South,J. Sullivan,Municipality,48817,P2,Open,
L-P2-00067,13-06-2025,Inbound Web Form,Video Analytics,Northeast,D. Singh,Campus,12893,P2,Open,
L-P2-00068,29-06-2025 00:00,Partner Referral,Smart Buildings,Midwest,T. Chen,Mixed-Use Development,17776,P2,Qualified,
L-P2-00069,22-May-25,Outbound SDR,Smart Mobility (EV/Parking),South,S. Patel,Enterprise Business,35894,P2,Disqualified,Wrong fit
L-P2-00070,23-04-2025 00:00,Trade Show,Video Analytics,Midwest,K. Romano,Enterprise Business,9270,P2,Disqualified,Duplicate
L-P2-00071,27-02-2025,PARTNER REFERRAL,Smart Lighting,WEST,J. Sullivan,Campus,48668,P2,Qualified,
L-P2-00072,04/24/2025,Outbound SDR,Video Analytics,Midwest,R. Alvarez,Mixed-Use Development,39977,P2,Open,
L-P2-00073,21-08-2025,Partner Referral,Video Analytics,Northeast,R. Alvarez,Municipality,53507,P2,Disqualified,Wrong fit
L-P2-00074,10-02-2025 00:00,PARTNER REFERRAL,Digital Signage,WEST,D. Singh,Mixed-Use Development,51941,P2,Disqualified,No budget
L-P2-00075,21-02-2025 00:00,Inbound Web Form,Smart Mobility (EV/Parking),West,R. Alvarez,Municipality,46904,P2,Disqualified,No budget
L-P2-00076,07-02-2025,Inbound Web Form,Smart Buildings,Midwest,K. Romano,Enterprise Business,34229,P2,Open,
L-P2-00077,21-01-2025 00:00,Inbound Web Form,Smart Mobility (EV/Parking),Northeast,J. Sullivan,Enterprise Business,30342,P2,Open,
L-P2-00078,14-07-2025 00:00,Partner Referral,Video Analytics,Midwest,M. Okafor,Municipality,47548,P2,Disqualified,Duplicate
L-P2-00079,19-Feb-25,PARTNER REFERRAL,Digital Signage,MIDWEST,L. Fitzgerald,Municipality,65247,P2,Open,
L-P2-00080,19-08-2025,Trade Show,Smart Buildings,Northeast,D. Singh,Enterprise Business,48277,P2,Open,
L-P2-00081,21-09-2025,Existing Client Upsell,Smart Buildings,West,L. Fitzgerald,Multifamily Property,51998,P2,Qualified,
L-P2-00082,05/30/2025,Inbound Web Form,Smart Buildings,West,T. Chen,Municipality,18622,P2,Open,
L-P2-00083,14-09-2025 00:00,Outbound SDR,Smart Buildings,Midwest,R. Alvarez,Mixed-Use Development,14767,P2,Open,
L-P2-00084,24-06-2025 00:00,Partner Referral,Smart Lighting,Midwest,,Enterprise Business,25131,P2,Qualified,
L-P2-00085,03-06-2025,INBOUND WEB FORM,Smart Mobility (EV/Parking),WEST,S. Patel,Mixed-Use Development,36692,P2,Open,
L-P2-00086,17-Aug-25,Existing Client Upsell,Smart Buildings,Northeast,M. Okafor,Municipality,14108,P2,Open,
L-P2-00087,13-04-2025,Existing Client Upsell,Video Analytics,Midwest,R. Alvarez,Multifamily Property,21419,P2,Disqualified,No budget
L-P2-00088,15-06-2025,Inbound Web Form,Smart Mobility (EV/Parking),Northeast,L. Fitzgerald,Campus,70231,P2,Open,
L-P2-00089,29-Jun-25,Outbound SDR,Smart Mobility (EV/Parking),West,D. Singh,Campus,36877,P2,Disqualified,No response
L-P2-00090,13-01-2025 00:00,Partner Referral,Video Analytics,Midwest,R. Alvarez,Enterprise Business,13185,P2,Open,
L-P2-00091,16-02-2025 00:00,Outbound SDR,Smart Mobility (EV/Parking),West,M. Okafor,Multifamily Property,8844,P2,Qualified,
L-P2-00092,26-07-2025 00:00,Outbound SDR,Smart Mobility (EV/Parking),Northeast,K. Romano,Mixed-Use Development,78930,P2,Qualified,
L-P2-00093,17-Mar-25,OUTBOUND SDR,Video Analytics,WEST,J. Sullivan,Enterprise Business,46327,P2,Qualified,
L-P2-00094,30-01-2025,Outbound SDR,Digital Signage,South,M. Okafor,Campus,14820,P2,Open,
L-P2-00095,08-03-2025,Partner Referral,Smart Mobility (EV/Parking),South,R. Alvarez,Multifamily Property,13528,P2,Qualified,
L-P2-00096,21-Jan-25,Trade Show,Video Analytics,Northeast,D. Singh,Campus,45852,P2,Disqualified,No budget
L-P2-00097,08-05-2025 00:00,Inbound Web Form,Smart Mobility (EV/Parking),Northeast,K. Romano,Campus,16675,P2,Open,
L-P2-00098,03/31/2025,Inbound Web Form,Smart Mobility (EV/Parking),Northeast,T. Chen,Multifamily Property,38316,P2,Qualified,
L-P2-00099,15-Apr-25,Partner Referral,Smart Lighting,South,D. Singh,Municipality,59740,P2,Open,
L-P2-00100,14-06-2025 00:00,TRADE SHOW,Smart Buildings,SOUTH,K. Romano,Municipality,,P2,Open,
L-P2-00101,02/27/2025,Partner Referral,Smart Lighting,Midwest,L. Fitzgerald,Mixed-Use Development,35773,P2,Open,
L-P2-00102,14-Jun-25,Existing Client Upsell,Video Analytics,Midwest,T. Chen,Mixed-Use Development,24159,P2,Disqualified,No response
L-P2-00103,30-06-2025 00:00,Existing Client Upsell,Digital Signage,Northeast,L. Fitzgerald,Municipality,55354,P2,Qualified,
L-P2-00104,06/18/2025,Trade Show,Smart Buildings,South,D. Singh,Campus,17648,P2,Open,
L-P2-00105,06-08-2025,Partner Referral,Video Analytics,Northeast,K. Romano,Campus,22455,P2,Open,
L-P2-00106,06-Mar-25,Inbound Web Form,Smart Buildings,West,S. Patel,Multifamily Property,11879,P2,Open,
L-P2-00107,03-05-2025,Inbound Web Form,Smart Lighting,Midwest,D. Singh,Enterprise Business,52967,P2,Open,
L-P2-00108,15-Jun-25,Partner Referral,Digital Signage,Midwest,T. Chen,Municipality,10598,P2,Qualified,
L-P2-00109,02-01-2025,Existing Client Upsell,Smart Mobility (EV/Parking),Midwest,R. Alvarez,Campus,43391,P2,Open,
L-P2-00110,16-Sep-25,Inbound Web Form,Smart Buildings,South,S. Patel,Multifamily Property,28696,P2,Qualified,
L-P2-00111,05-03-2025,Outbound SDR,Smart Mobility (EV/Parking),South,S. Patel,Campus,23026,P2,Disqualified,No response
L-P2-00112,21-02-2025 00:00,Outbound SDR,Smart Buildings,Northeast,L. Fitzgerald,Municipality,10759,P2,Disqualified,Wrong fit
L-P2-00113,31-03-2025 00:00,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,D. Singh,Enterprise Business,42844,P2,Open,
L-P2-00114,08-08-2025,Partner Referral,Digital Signage,West,J. Sullivan,Municipality,30776,P2,Open,
L-P2-00115,01-02-2025,Partner Referral,Video Analytics,West,S. Patel,Enterprise Business,26337,P2,Qualified,
L-P2-00116,07/13/2025,Inbound Web Form,Smart Lighting,Northeast,K. Romano,Campus,14305,P2,Open,
L-P2-00117,26-08-2025,Partner Referral,Smart Mobility (EV/Parking),Northeast,T. Chen,Campus,10406,P2,Disqualified,No budget
L-P2-00118,25-03-2025,Outbound SDR,Smart Mobility (EV/Parking),West,L. Fitzgerald,Enterprise Business,13108,P2,Qualified,
L-P2-00119,21-03-2025 00:00,EXISTING CLIENT UPSELL,Smart Buildings,WEST,S. Patel,Mixed-Use Development,63894,P2,Disqualified,No response
L-P2-00120,04/23/2025,Existing Client Upsell,Smart Buildings,Northeast,J. Sullivan,Municipality,27778,P2,Open,
L-P2-00121,15-Apr-25,Cold Outreach,Smart Lighting,Midwest,S. Patel,Municipality,33628,P2,Open,
L-P2-00122,07-04-2025,Partner Referral,Smart Mobility (EV/Parking),Midwest,K. Romano,Campus,53710,P2,Disqualified,No response
L-P2-00123,05/17/2025,Inbound Web Form,Video Analytics,Midwest,T. Chen,Municipality,23379,P2,Disqualified,No budget
L-P2-00124,19-05-2025,Trade Show,Smart Lighting,Northeast,K. Romano,Enterprise Business,21188,P2,Disqualified,No response
L-P2-00125,28-07-2025,Inbound Web Form,Smart Lighting,Northeast,M. Okafor,Multifamily Property,14996,P2,Disqualified,No response
L-P2-00126,07-07-2025 00:00,Inbound Web Form,Smart Buildings,Northeast,K. Romano,Multifamily Property,23766,P2,Qualified,
L-P2-00127,12-07-2025,Outbound SDR,Smart Lighting,West,L. Fitzgerald,Municipality,21793,P2,Open,
L-P2-00128,07-Jun-25,Inbound Web Form,Smart Lighting,Midwest,J. Sullivan,Municipality,22106,P2,Open,
L-P2-00129,29-03-2025,Outbound SDR,Digital Signage,Midwest,K. Romano,Enterprise Business,25547,P2,Open,
L-P2-00130,10-09-2025 00:00,Partner Referral,Digital Signage,South,T. Chen,Municipality,46797,P2,Disqualified,No budget
L-P2-00131,19-04-2025 00:00,Inbound Web Form,Smart Lighting,West,D. Singh,Campus,21249,P2,Qualified,
L-P2-00132,07/30/2025,Cold Outreach,Smart Mobility (EV/Parking),Northeast,D. Singh,Mixed-Use Development,37912,P2,Open,
L-P2-00133,02-05-2025,Existing Client Upsell,Smart Buildings,Northeast,T. Chen,Multifamily Property,12405,P2,Open,
L-P2-00134,15-Feb-25,Outbound SDR,Smart Mobility (EV/Parking),South,M. Okafor,Enterprise Business,29381,P2,Open,
L-P2-00135,01-08-2025,Outbound SDR,Smart Mobility (EV/Parking),West,M. Okafor,Enterprise Business,25347,P2,Disqualified,Wrong fit
L-P2-00136,07/13/2025,Partner Referral,Smart Lighting,Northeast,R. Alvarez,Multifamily Property,30662,P2,Disqualified,No response
L-P2-00137,23-04-2025,Cold Outreach,Smart Buildings,West,L. Fitzgerald,Mixed-Use Development,73100,P2,Open,
L-P2-00138,04-02-2025,Partner Referral,Smart Buildings,South,S. Patel,Multifamily Property,33915,P2,Open,
L-P2-00139,26-May-25,Partner Referral,Smart Lighting,South,M. Okafor,Enterprise Business,11508,P2,Qualified,
L-P2-00140,25-05-2025 00:00,Inbound Web Form,Smart Lighting,South,T. Chen,Multifamily Property,39570,P2,Open,
L-P2-00141,09-Aug-25,Cold Outreach,Smart Mobility (EV/Parking),Midwest,J. Sullivan,Mixed-Use Development,39203,P2,Open,
L-P2-00142,04-07-2025,Inbound Web Form,Smart Buildings,Northeast,S. Patel,Mixed-Use Development,22983,P2,Qualified,
L-P2-00143,22-Aug-25,Inbound Web Form,Video Analytics,West,T. Chen,Enterprise Business,35966,P2,Open,
L-P2-00144,05/14/2025,Inbound Web Form,Smart Mobility (EV/Parking),West,D. Singh,Campus,27699,P2,Open,
L-P2-00145,07/21/2025,Outbound SDR,Digital Signage,South,L. Fitzgerald,Mixed-Use Development,57698,P2,Disqualified,Duplicate
L-P2-00146,14-09-2025,Cold Outreach,Video Analytics,South,S. Patel,Campus,22023,P2,Open,
L-P2-00147,16-09-2025 00:00,Inbound Web Form,Smart Buildings,Northeast,T. Chen,Mixed-Use Development,25286,P2,Disqualified,No budget
L-P2-00148,17-Jan-25,Trade Show,Smart Lighting,West,M. Okafor,Enterprise Business,24018,P2,Disqualified,Wrong fit
L-P2-00149,31-08-2025,OUTBOUND SDR,Digital Signage,SOUTH,J. Sullivan,Municipality,28080,P2,Disqualified,No response
L-P2-00150,11-02-2025 00:00,Partner Referral,Video Analytics,West,J. Sullivan,Multifamily Property,8248,P2,Open,
L-P2-00151,14-08-2025,Outbound SDR,Smart Mobility (EV/Parking),Midwest,M. Okafor,Multifamily Property,77567,P2,Disqualified,Wrong fit
L-P2-00152,19-Jun-25,Inbound Web Form,Digital Signage,South,S. Patel,Campus,15474,P2,Disqualified,Wrong fit
L-P2-00153,22-Feb-25,Trade Show,Digital Signage,West,M. Okafor,Campus,18725,P2,Disqualified,No response
L-P2-00154,01-Apr-25,Outbound SDR,Digital Signage,,T. Chen,Mixed-Use Development,59271,P2,Qualified,
L-P2-00155,28-09-2025,Partner Referral,Smart Lighting,South,D. Singh,Enterprise Business,16600,P2,Open,
L-P2-00156,06/30/2025,Partner Referral,Smart Lighting,Northeast,R. Alvarez,Municipality,27308,P2,Open,
L-P2-00157,01-07-2025,Inbound Web Form,Smart Buildings,West,S. Patel,Mixed-Use Development,43483,P2,Open,
